ShipmentID,OrderID,OriginPort,DestinationPort,Carrier,Mode,DepartureDate,ArrivalDate,StandardTransitDays,ActualTransitDays,Status
S00266,O00266,Shanghai,Los Angeles,MSC,Sea,2024-01-04,2024-01-25,18,21,Delayed
S00267,O00267,Singapore,Los Angeles,COSCO,Sea,2024-03-23,2024-04-10,20,18,Delivered
S00268,O00268,Shanghai,Los Angeles,MSC,Sea,2024-07-08,2024-07-30,18,22,Delayed
S00269,O00269,Hamburg,Antwerp,Maersk,Sea,2024-05-01,2024-05-11,5,10,Delayed
S00270,O00270,Nhava Sheva,Houston,COSCO,Sea,2024-01-28,2024-03-03,30,35,Delayed
S00271,O00271,Shanghai,Sydney,Maersk,Sea,2024-07-05,2024-07-31,20,26,Delayed
S00272,O00272,Singapore,Antwerp,Maersk,Sea,2024-01-16,2024-02-22,32,37,Delayed
S00273,O00273,Tokyo,Sydney,DHL Aviation,Air,2024-05-05,2024-05-12,2,7,Delayed
S00274,O00274,Shanghai,New York,CMA CGM,Sea,2024-06-04,2024-07-04,30,30,Delivered
S00275,O00275,Hamburg,Tokyo,COSCO,Sea,2024-06-11,2024-07-15,28,34,Delayed
S00276,O00276,Busan,New York,COSCO,Sea,2024-05-15,2024-06-18,32,34,Delayed
S00277,O00277,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-01-26,2024-02-14,20,19,Delivered
S00278,O00278,Hong Kong,Los Angeles,DHL Aviation,Air,2024-04-20,2024-04-27,2,7,Delayed
S00279,O00279,Tokyo,Sydney,FedEx Logistics,Air,2024-04-26,2024-05-02,2,6,Delayed
S00280,O00280,Shanghai,New York,CMA CGM,Sea,2024-04-19,2024-05-22,30,33,Delayed
S00281,O00281,Hamburg,Vancouver,MSC,Sea,2024-06-24,2024-07-21,22,27,Delayed
S00282,O00282,Shanghai,New York,Maersk,Sea,2024-04-20,2024-05-19,30,29,Delivered
S00283,O00283,Hamburg,Vancouver,MSC,Sea,2024-05-22,2024-06-11,22,20,Delivered
S00284,O00284,Nhava Sheva,Houston,COSCO,Sea,2024-03-25,2024-04-23,30,29,Delivered
S00285,O00285,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-07-03,2024-08-02,32,30,Delivered
S00286,O00286,Dubai,London,FedEx Logistics,Air,2024-03-31,2024-04-01,2,1,Delivered
S00287,O00287,Singapore,Los Angeles,MSC,Sea,2024-06-17,2024-07-12,20,25,Delayed
S00288,O00288,Shanghai,New York,CMA CGM,Sea,2024-05-22,2024-06-24,30,33,Delayed
S00289,O00289,Hamburg,Tokyo,COSCO,Sea,2024-02-27,2024-03-30,28,32,Delayed
S00290,O00290,Dubai,London,DHL Aviation,Air,2024-06-04,2024-06-08,2,4,Delayed
S00291,O00291,Hamburg,Tokyo,Evergreen,Sea,2024-07-14,2024-08-13,28,30,Delayed
S00292,O00292,Frankfurt,New York,DHL Aviation,Air,2024-02-16,2024-02-18,2,2,Delivered
S00293,O00293,Busan,New York,Maersk,Sea,2024-02-06,2024-03-07,32,30,Delivered
S00294,O00294,Nhava Sheva,Houston,MSC,Sea,2024-04-06,2024-05-10,30,34,Delayed
S00295,O00295,Singapore,Felixstowe,CMA CGM,Sea,2024-03-20,2024-04-26,34,37,Delayed
S00296,O00296,Shanghai,Sydney,COSCO,Sea,2024-01-22,2024-02-09,20,18,Delivered
S00297,O00297,Shanghai,Sydney,Maersk,Sea,2024-06-21,2024-07-10,20,19,Delivered
S00298,O00298,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-05-04,2024-06-10,32,37,Delayed
S00299,O00299,Singapore,Los Angeles,COSCO,Sea,2024-01-30,2024-02-22,20,23,Delayed
S00300,O00300,Hamburg,Tokyo,Evergreen,Sea,2024-06-22,2024-07-25,28,33,Delayed
S00301,O00301,Hamburg,Tokyo,Maersk,Sea,2024-02-26,2024-03-29,28,32,Delayed
S00302,O00302,Shanghai,Los Angeles,DHL Aviation,Air,2024-02-22,2024-02-27,3,5,Delayed
S00303,O00303,Singapore,London,FedEx Logistics,Air,2024-03-15,2024-03-20,2,5,Delayed
S00304,O00304,Busan,Sydney,Evergreen,Sea,2024-04-20,2024-05-06,16,16,Delivered
S00305,O00305,Nhava Sheva,Houston,Evergreen,Sea,2024-02-28,2024-04-04,30,36,Delayed
S00306,O00306,Singapore,Antwerp,CMA CGM,Sea,2024-01-19,2024-02-24,32,36,Delayed
S00307,O00307,Shanghai,Los Angeles,FedEx Logistics,Air,2024-01-05,2024-01-13,3,8,Delayed
S00308,O00308,Frankfurt,New York,FedEx Logistics,Air,2024-05-26,2024-06-01,2,6,Delayed
S00309,O00309,Busan,New York,CMA CGM,Sea,2024-01-30,2024-03-06,32,36,Delayed
S00310,O00310,Hamburg,Vancouver,MSC,Sea,2024-06-07,2024-07-04,22,27,Delayed
S00311,O00311,Frankfurt,New York,DHL Aviation,Air,2024-04-21,2024-04-22,2,1,Delivered
S00312,O00312,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-05-14,2024-06-02,20,19,Delivered
S00313,O00313,Hamburg,Tokyo,Evergreen,Sea,2024-03-27,2024-04-25,28,29,Delayed
S00314,O00314,Singapore,Felixstowe,Maersk,Sea,2024-05-10,2024-06-12,34,33,Delivered
S00315,O00315,Singapore,Los Angeles,CMA CGM,Sea,2024-03-30,2024-04-19,20,20,Delivered
S00316,O00316,Singapore,Felixstowe,CMA CGM,Sea,2024-02-20,2024-03-25,34,34,Delivered
S00317,O00317,Singapore,Antwerp,Maersk,Sea,2024-02-15,2024-03-23,32,37,Delayed
S00318,O00318,Shanghai,Sydney,COSCO,Sea,2024-04-24,2024-05-17,20,23,Delayed
S00319,O00319,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-02-08,2024-02-15,2,7,Delayed
S00320,O00320,Busan,Sydney,Evergreen,Sea,2024-03-18,2024-04-05,16,18,Delayed
S00321,O00321,Hamburg,Vancouver,COSCO,Sea,2024-01-19,2024-02-12,22,24,Delayed
S00322,O00322,Shanghai,Los Angeles,Maersk,Sea,2024-04-04,2024-04-24,18,20,Delayed
S00323,O00323,Shanghai,New York,COSCO,Sea,2024-06-01,2024-07-07,30,36,Delayed
S00324,O00324,Shanghai,Sydney,COSCO,Sea,2024-07-08,2024-07-26,20,18,Delivered
S00325,O00325,Shanghai,Sydney,Evergreen,Sea,2024-02-18,2024-03-12,20,23,Delayed
S00326,O00326,Nhava Sheva,Houston,MSC,Sea,2024-01-16,2024-02-20,30,35,Delayed
S00327,O00327,Hamburg,Vancouver,Evergreen,Sea,2024-01-22,2024-02-19,22,28,Delayed
S00328,O00328,Shanghai,Los Angeles,MSC,Sea,2024-06-30,2024-07-23,18,23,Delayed
S00329,O00329,Dubai,London,DHL Aviation,Air,2024-04-03,2024-04-08,2,5,Delayed
S00330,O00330,Tokyo,Sydney,FedEx Logistics,Air,2024-07-17,2024-07-22,2,5,Delayed
S00331,O00331,Shanghai,Los Angeles,Evergreen,Sea,2024-06-14,2024-07-05,18,21,Delayed
S00332,O00332,Shanghai,New York,COSCO,Sea,2024-06-22,2024-07-26,30,34,Delayed
S00333,O00333,Hamburg,Antwerp,Evergreen,Sea,2024-06-03,2024-06-08,5,5,Delivered
S00334,O00334,Shanghai,Sydney,Evergreen,Sea,2024-02-06,2024-02-29,20,23,Delayed
S00335,O00335,Singapore,Antwerp,Evergreen,Sea,2024-06-18,2024-07-24,32,36,Delayed
S00336,O00336,Hamburg,Antwerp,Maersk,Sea,2024-03-20,2024-03-31,5,11,Delayed
S00337,O00337,Hamburg,Vancouver,MSC,Sea,2024-06-20,2024-07-18,22,28,Delayed
S00338,O00338,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-05-10,2024-06-14,32,35,Delayed
S00339,O00339,Hamburg,Tokyo,MSC,Sea,2024-02-24,2024-03-26,28,31,Delayed
S00340,O00340,Tokyo,Sydney,DHL Aviation,Air,2024-02-27,2024-02-29,2,2,Delivered
S00341,O00341,Hamburg,Tokyo,Maersk,Sea,2024-05-09,2024-06-12,28,34,Delayed
S00342,O00342,Dubai,London,DHL Aviation,Air,2024-06-18,2024-06-23,2,5,Delayed
S00343,O00343,Dubai,London,DHL Aviation,Air,2024-06-01,2024-06-07,2,6,Delayed
S00344,O00344,Singapore,Felixstowe,Evergreen,Sea,2024-07-16,2024-08-19,34,34,Delivered
S00345,O00345,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-04-03,2024-04-22,18,19,Delayed
S00346,O00346,Dubai,London,FedEx Logistics,Air,2024-07-11,2024-07-18,2,7,Delayed
S00347,O00347,Singapore,Los Angeles,CMA CGM,Sea,2024-07-19,2024-08-13,20,25,Delayed
S00348,O00348,Singapore,London,FedEx Logistics,Air,2024-06-22,2024-06-29,2,7,Delayed
S00349,O00349,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-05-08,2024-06-11,28,34,Delayed
S00350,O00350,Singapore,Felixstowe,MSC,Sea,2024-06-03,2024-07-07,34,34,Delivered
S00351,O00351,Shanghai,Los Angeles,FedEx Logistics,Air,2024-04-05,2024-04-14,3,9,Delayed
S00352,O00352,Hong Kong,Los Angeles,DHL Aviation,Air,2024-03-13,2024-03-14,2,1,Delivered
S00353,O00353,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-05-11,2024-06-08,28,28,Delivered
S00354,O00354,Shanghai,Los Angeles,DHL Aviation,Air,2024-04-25,2024-05-01,3,6,Delayed
S00355,O00355,Tokyo,Sydney,DHL Aviation,Air,2024-04-11,2024-04-19,2,8,Delayed
S00356,O00356,Busan,New York,Maersk,Sea,2024-04-05,2024-05-08,32,33,Delayed
S00357,O00357,Shanghai,New York,Evergreen,Sea,2024-06-15,2024-07-18,30,33,Delayed
S00358,O00358,Singapore,Felixstowe,Maersk,Sea,2024-03-14,2024-04-22,34,39,Delayed
S00359,O00359,Singapore,Felixstowe,Evergreen,Sea,2024-04-30,2024-06-08,34,39,Delayed
S00360,O00360,Shanghai,New York,Maersk,Sea,2024-03-06,2024-04-06,30,31,Delayed
S00361,O00361,Dubai,London,FedEx Logistics,Air,2024-01-29,2024-02-02,2,4,Delayed
S00362,O00362,Shanghai,New York,Maersk,Sea,2024-03-02,2024-04-05,30,34,Delayed
S00363,O00363,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-01-17,2024-02-05,20,19,Delivered
S00364,O00364,Tokyo,Sydney,DHL Aviation,Air,2024-06-10,2024-06-18,2,8,Delayed
S00365,O00365,Hamburg,Antwerp,MSC,Sea,2024-03-15,2024-03-24,5,9,Delayed
S00366,O00366,Hamburg,Vancouver,MSC,Sea,2024-05-26,2024-06-21,22,26,Delayed
S00367,O00367,Singapore,Antwerp,Maersk,Sea,2024-05-14,2024-06-18,32,35,Delayed
S00368,O00368,Nhava Sheva,Houston,COSCO,Sea,2024-05-09,2024-06-14,30,36,Delayed
S00369,O00369,Busan,New York,Hapag-Lloyd,Sea,2024-01-12,2024-02-17,32,36,Delayed
S00370,O00370,Frankfurt,New York,DHL Aviation,Air,2024-04-01,2024-04-02,2,1,Delivered
S00371,O00371,Hamburg,Antwerp,Evergreen,Sea,2024-06-09,2024-06-13,5,4,Delivered
S00372,O00372,Hamburg,Antwerp,CMA CGM,Sea,2024-02-04,2024-02-07,5,3,Delivered
S00373,O00373,Hamburg,Vancouver,Evergreen,Sea,2024-02-14,2024-03-12,22,27,Delayed
S00374,O00374,Tokyo,Sydney,DHL Aviation,Air,2024-02-04,2024-02-05,2,1,Delivered
S00375,O00375,Busan,Sydney,Maersk,Sea,2024-03-16,2024-04-02,16,17,Delayed
S00376,O00376,Singapore,Los Angeles,Maersk,Sea,2024-03-21,2024-04-12,20,22,Delayed
S00377,O00377,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-03-05,2024-04-02,30,28,Delivered
S00378,O00378,Singapore,Los Angeles,CMA CGM,Sea,2024-04-01,2024-04-19,20,18,Delivered
S00379,O00379,Frankfurt,New York,FedEx Logistics,Air,2024-02-01,2024-02-06,2,5,Delayed
S00380,O00380,Busan,New York,Evergreen,Sea,2024-04-22,2024-05-28,32,36,Delayed
S00381,O00381,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-06-26,2024-08-04,34,39,Delayed
S00382,O00382,Nhava Sheva,Houston,CMA CGM,Sea,2024-01-22,2024-02-25,30,34,Delayed
S00383,O00383,Shanghai,Sydney,MSC,Sea,2024-05-19,2024-06-10,20,22,Delayed
S00384,O00384,Shanghai,New York,CMA CGM,Sea,2024-06-18,2024-07-20,30,32,Delayed
S00385,O00385,Shanghai,Sydney,Evergreen,Sea,2024-04-19,2024-05-09,20,20,Delivered
S00386,O00386,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-01-11,2024-02-05,22,25,Delayed
S00387,O00387,Busan,New York,CMA CGM,Sea,2024-06-12,2024-07-12,32,30,Delivered
S00388,O00388,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-04-03,2024-05-11,32,38,Delayed
S00389,O00389,Hong Kong,Los Angeles,DHL Aviation,Air,2024-01-08,2024-01-10,2,2,Delivered
S00390,O00390,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-01-09,2024-01-11,2,2,Delivered
S00391,O00391,Singapore,Antwerp,CMA CGM,Sea,2024-04-02,2024-05-08,32,36,Delayed
S00392,O00392,Shanghai,Los Angeles,DHL Aviation,Air,2024-06-22,2024-06-30,3,8,Delayed
S00393,O00393,Frankfurt,New York,FedEx Logistics,Air,2024-07-14,2024-07-15,2,1,Delivered
S00394,O00394,Nhava Sheva,Houston,CMA CGM,Sea,2024-04-11,2024-05-14,30,33,Delayed
S00395,O00395,Singapore,Los Angeles,Maersk,Sea,2024-01-07,2024-01-27,20,20,Delivered
S00396,O00396,Busan,New York,COSCO,Sea,2024-01-31,2024-03-05,32,34,Delayed
S00397,O00397,Hamburg,Antwerp,Hapag-Lloyd,Sea,2024-02-24,2024-03-02,5,7,Delayed
S00398,O00398,Busan,Sydney,MSC,Sea,2024-02-01,2024-02-17,16,16,Delivered
S00399,O00399,Tokyo,Sydney,DHL Aviation,Air,2024-07-01,2024-07-08,2,7,Delayed
S00400,O00400,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-06-19,2024-06-24,2,5,Delayed
S00401,O00401,Nhava Sheva,Houston,COSCO,Sea,2024-03-15,2024-04-16,30,32,Delayed
S00402,O00402,Hong Kong,Los Angeles,DHL Aviation,Air,2024-04-02,2024-04-10,2,8,Delayed
S00403,O00403,Singapore,Los Angeles,MSC,Sea,2024-03-01,2024-03-26,20,25,Delayed
S00404,O00404,Nhava Sheva,Houston,COSCO,Sea,2024-04-04,2024-05-09,30,35,Delayed
S00405,O00405,Dubai,London,DHL Aviation,Air,2024-06-05,2024-06-06,2,1,Delivered
S00406,O00406,Busan,New York,Evergreen,Sea,2024-07-03,2024-08-09,32,37,Delayed
S00407,O00407,Busan,New York,COSCO,Sea,2024-01-19,2024-02-20,32,32,Delivered
S00408,O00408,Hong Kong,Los Angeles,DHL Aviation,Air,2024-04-25,2024-05-02,2,7,Delayed
S00409,O00409,Hamburg,Vancouver,MSC,Sea,2024-07-18,2024-08-15,22,28,Delayed
S00410,O00410,Singapore,Felixstowe,MSC,Sea,2024-04-20,2024-05-30,34,40,Delayed
S00411,O00411,Shanghai,Los Angeles,DHL Aviation,Air,2024-05-12,2024-05-15,3,3,Delivered
S00412,O00412,Singapore,Felixstowe,CMA CGM,Sea,2024-06-30,2024-08-04,34,35,Delayed
S00413,O00413,Nhava Sheva,Houston,CMA CGM,Sea,2024-01-21,2024-02-22,30,32,Delayed
S00414,O00414,Nhava Sheva,Houston,CMA CGM,Sea,2024-02-02,2024-03-05,30,32,Delayed
S00415,O00415,Shanghai,New York,COSCO,Sea,2024-06-13,2024-07-13,30,30,Delivered
S00416,O00416,Shanghai,Sydney,MSC,Sea,2024-02-13,2024-03-07,20,23,Delayed
S00417,O00417,Dubai,London,DHL Aviation,Air,2024-01-08,2024-01-09,2,1,Delivered
S00418,O00418,Singapore,Antwerp,COSCO,Sea,2024-03-08,2024-04-10,32,33,Delayed
S00419,O00419,Busan,New York,COSCO,Sea,2024-06-12,2024-07-12,32,30,Delivered
S00420,O00420,Singapore,Antwerp,COSCO,Sea,2024-03-15,2024-04-18,32,34,Delayed
S00421,O00421,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-03-17,2024-04-23,32,37,Delayed
S00422,O00422,Shanghai,Los Angeles,MSC,Sea,2024-04-22,2024-05-14,18,22,Delayed
S00423,O00423,Singapore,Los Angeles,CMA CGM,Sea,2024-06-04,2024-06-24,20,20,Delivered
S00424,O00424,Hamburg,Antwerp,CMA CGM,Sea,2024-07-06,2024-07-14,5,8,Delayed
S00425,O00425,Singapore,London,FedEx Logistics,Air,2024-05-11,2024-05-19,2,8,Delayed
S00426,O00426,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-02-01,2024-02-23,20,22,Delayed
S00427,O00427,Singapore,Felixstowe,Maersk,Sea,2024-01-13,2024-02-18,34,36,Delayed
S00428,O00428,Dubai,London,FedEx Logistics,Air,2024-03-04,2024-03-06,2,2,Delivered
S00429,O00429,Dubai,London,FedEx Logistics,Air,2024-02-18,2024-02-20,2,2,Delivered
S00430,O00430,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-05-07,2024-06-08,30,32,Delayed
S00431,O00431,Shanghai,New York,Hapag-Lloyd,Sea,2024-05-09,2024-06-13,30,35,Delayed
S00432,O00432,Singapore,London,FedEx Logistics,Air,2024-01-13,2024-01-14,2,1,Delivered
S00433,O00433,Shanghai,Sydney,Evergreen,Sea,2024-06-21,2024-07-16,20,25,Delayed
S00434,O00434,Shanghai,Los Angeles,Maersk,Sea,2024-04-20,2024-05-08,18,18,Delivered
S00435,O00435,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-07-14,2024-07-20,2,6,Delayed
S00436,O00436,Busan,New York,Maersk,Sea,2024-05-25,2024-07-02,32,38,Delayed
S00437,O00437,Nhava Sheva,Houston,CMA CGM,Sea,2024-01-19,2024-02-22,30,34,Delayed
S00438,O00438,Nhava Sheva,Houston,CMA CGM,Sea,2024-06-08,2024-07-07,30,29,Delivered
S00439,O00439,Shanghai,New York,Hapag-Lloyd,Sea,2024-04-05,2024-05-08,30,33,Delayed
S00440,O00440,Hamburg,Vancouver,MSC,Sea,2024-02-20,2024-03-19,22,28,Delayed
S00441,O00441,Shanghai,Los Angeles,Maersk,Sea,2024-01-10,2024-01-28,18,18,Delivered
S00442,O00442,Busan,Sydney,COSCO,Sea,2024-04-26,2024-05-12,16,16,Delivered
S00443,O00443,Nhava Sheva,Houston,MSC,Sea,2024-03-24,2024-04-26,30,33,Delayed
S00444,O00444,Shanghai,Sydney,Evergreen,Sea,2024-03-17,2024-04-09,20,23,Delayed
S00445,O00445,Nhava Sheva,Houston,COSCO,Sea,2024-05-05,2024-06-06,30,32,Delayed
S00446,O00446,Shanghai,Los Angeles,CMA CGM,Sea,2024-03-25,2024-04-11,18,17,Delivered
S00447,O00447,Dubai,London,FedEx Logistics,Air,2024-07-04,2024-07-05,2,1,Delivered
S00448,O00448,Hamburg,Tokyo,Evergreen,Sea,2024-07-19,2024-08-17,28,29,Delayed
S00449,O00449,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-02-13,2024-03-10,20,26,Delayed
S00450,O00450,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-02-07,2024-02-28,20,21,Delayed
S00451,O00451,Hamburg,Antwerp,Maersk,Sea,2024-02-18,2024-02-21,5,3,Delivered
S00452,O00452,Busan,New York,MSC,Sea,2024-04-15,2024-05-18,32,33,Delayed
S00453,O00453,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-07-07,2024-07-25,20,18,Delivered
S00454,O00454,Nhava Sheva,Houston,MSC,Sea,2024-05-23,2024-06-25,30,33,Delayed
S00455,O00455,Tokyo,Sydney,FedEx Logistics,Air,2024-03-21,2024-03-23,2,2,Delivered
S00456,O00456,Nhava Sheva,Houston,CMA CGM,Sea,2024-05-19,2024-06-21,30,33,Delayed
S00457,O00457,Hamburg,Antwerp,Evergreen,Sea,2024-06-13,2024-06-20,5,7,Delayed
S00458,O00458,Singapore,Los Angeles,MSC,Sea,2024-03-12,2024-04-07,20,26,Delayed
S00459,O00459,Hamburg,Tokyo,CMA CGM,Sea,2024-06-29,2024-07-28,28,29,Delayed
S00460,O00460,Busan,Sydney,CMA CGM,Sea,2024-05-02,2024-05-21,16,19,Delayed
S00461,O00461,Hamburg,Antwerp,CMA CGM,Sea,2024-03-14,2024-03-18,5,4,Delivered
S00462,O00462,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-04-11,2024-05-14,30,33,Delayed
S00463,O00463,Singapore,London,FedEx Logistics,Air,2024-01-11,2024-01-15,2,4,Delayed
S00464,O00464,Shanghai,Los Angeles,FedEx Logistics,Air,2024-04-23,2024-04-28,3,5,Delayed
S00465,O00465,Singapore,Los Angeles,MSC,Sea,2024-05-17,2024-06-08,20,22,Delayed
S00466,O00466,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-02-05,2024-02-06,2,1,Delivered
S00467,O00467,Shanghai,Sydney,MSC,Sea,2024-03-03,2024-03-21,20,18,Delivered
S00468,O00468,Nhava Sheva,Houston,MSC,Sea,2024-06-12,2024-07-13,30,31,Delayed
S00469,O00469,Busan,New York,CMA CGM,Sea,2024-07-02,2024-08-08,32,37,Delayed
S00470,O00470,Singapore,Felixstowe,Maersk,Sea,2024-05-20,2024-06-23,34,34,Delivered
S00471,O00471,Busan,Sydney,Hapag-Lloyd,Sea,2024-06-15,2024-07-02,16,17,Delayed
S00472,O00472,Hamburg,Tokyo,CMA CGM,Sea,2024-03-14,2024-04-09,28,26,Delivered
S00473,O00473,Shanghai,Los Angeles,DHL Aviation,Air,2024-05-16,2024-05-17,3,1,Delivered
S00474,O00474,Singapore,London,FedEx Logistics,Air,2024-02-15,2024-02-16,2,1,Delivered
S00475,O00475,Tokyo,Sydney,FedEx Logistics,Air,2024-02-17,2024-02-21,2,4,Delayed
S00476,O00476,Shanghai,Los Angeles,FedEx Logistics,Air,2024-05-25,2024-05-27,3,2,Delivered
S00477,O00477,Frankfurt,New York,FedEx Logistics,Air,2024-04-26,2024-05-04,2,8,Delayed
S00478,O00478,Singapore,Felixstowe,COSCO,Sea,2024-04-29,2024-06-04,34,36,Delayed
S00479,O00479,Shanghai,New York,CMA CGM,Sea,2024-02-11,2024-03-17,30,35,Delayed
S00480,O00480,Hamburg,Antwerp,MSC,Sea,2024-01-04,2024-01-12,5,8,Delayed
S00481,O00481,Shanghai,Sydney,Evergreen,Sea,2024-07-12,2024-08-02,20,21,Delayed
S00482,O00482,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-04-19,2024-05-27,32,38,Delayed
S00483,O00483,Busan,New York,Evergreen,Sea,2024-01-25,2024-02-26,32,32,Delivered
S00484,O00484,Tokyo,Sydney,FedEx Logistics,Air,2024-03-04,2024-03-05,2,1,Delivered
S00485,O00485,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-07-11,2024-08-02,20,22,Delayed
S00486,O00486,Frankfurt,New York,DHL Aviation,Air,2024-03-07,2024-03-12,2,5,Delayed
S00487,O00487,Shanghai,Los Angeles,Evergreen,Sea,2024-01-31,2024-02-23,18,23,Delayed
S00488,O00488,Busan,New York,Evergreen,Sea,2024-05-08,2024-06-11,32,34,Delayed
S00489,O00489,Singapore,Antwerp,CMA CGM,Sea,2024-04-04,2024-05-07,32,33,Delayed
S00490,O00490,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-02-09,2024-03-19,34,39,Delayed
S00491,O00491,Shanghai,Sydney,CMA CGM,Sea,2024-04-16,2024-05-12,20,26,Delayed
S00492,O00492,Dubai,London,DHL Aviation,Air,2024-07-14,2024-07-17,2,3,Delayed
S00493,O00493,Shanghai,Sydney,Maersk,Sea,2024-05-14,2024-06-08,20,25,Delayed
S00494,O00494,Hamburg,Vancouver,Maersk,Sea,2024-05-24,2024-06-14,22,21,Delivered
S00495,O00495,Nhava Sheva,Houston,COSCO,Sea,2024-02-21,2024-03-28,30,36,Delayed
S00496,O00496,Hamburg,Vancouver,COSCO,Sea,2024-04-23,2024-05-14,22,21,Delivered
S00497,O00497,Hamburg,Antwerp,COSCO,Sea,2024-05-05,2024-05-09,5,4,Delivered
S00498,O00498,Tokyo,Sydney,DHL Aviation,Air,2024-04-26,2024-04-28,2,2,Delivered
S00499,O00499,Busan,Sydney,COSCO,Sea,2024-01-15,2024-02-06,16,22,Delayed
S00500,O00500,Hamburg,Tokyo,Evergreen,Sea,2024-01-06,2024-02-07,28,32,Delayed
S00501,O00501,Shanghai,Los Angeles,Evergreen,Sea,2024-02-25,2024-03-13,18,17,Delivered
S00502,O00502,Hamburg,Vancouver,Evergreen,Sea,2024-01-17,2024-02-14,22,28,Delayed
S00503,O00503,Shanghai,Los Angeles,FedEx Logistics,Air,2024-01-09,2024-01-14,3,5,Delayed
S00504,O00504,Singapore,Felixstowe,Evergreen,Sea,2024-07-05,2024-08-12,34,38,Delayed
S00505,O00505,Busan,New York,Hapag-Lloyd,Sea,2024-04-06,2024-05-12,32,36,Delayed
S00506,O00506,Singapore,Antwerp,COSCO,Sea,2024-02-04,2024-03-10,32,35,Delayed
S00507,O00507,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-05-15,2024-06-14,30,30,Delivered
S00508,O00508,Singapore,Los Angeles,Maersk,Sea,2024-07-12,2024-07-30,20,18,Delivered
S00509,O00509,Tokyo,Sydney,FedEx Logistics,Air,2024-05-16,2024-05-22,2,6,Delayed
S00510,O00510,Singapore,London,FedEx Logistics,Air,2024-03-29,2024-03-31,2,2,Delivered
S00511,O00511,Hamburg,Antwerp,Maersk,Sea,2024-01-09,2024-01-18,5,9,Delayed
S00512,O00512,Shanghai,Los Angeles,MSC,Sea,2024-02-22,2024-03-10,18,17,Delivered
S00513,O00513,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-06-02,2024-06-18,18,16,Delivered
S00514,O00514,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-04-22,2024-05-11,18,19,Delayed
S00515,O00515,Shanghai,Los Angeles,MSC,Sea,2024-05-08,2024-05-28,18,20,Delayed
S00516,O00516,Hamburg,Antwerp,COSCO,Sea,2024-03-22,2024-03-30,5,8,Delayed
S00517,O00517,Singapore,Felixstowe,Evergreen,Sea,2024-05-13,2024-06-17,34,35,Delayed
S00518,O00518,Hamburg,Tokyo,Maersk,Sea,2024-05-22,2024-06-19,28,28,Delivered
S00519,O00519,Busan,New York,COSCO,Sea,2024-05-06,2024-06-05,32,30,Delivered
S00520,O00520,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-05-14,2024-05-19,2,5,Delayed
S00521,O00521,Busan,New York,MSC,Sea,2024-03-17,2024-04-22,32,36,Delayed
S00522,O00522,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-03-02,2024-04-02,30,31,Delayed
S00523,O00523,Hamburg,Antwerp,MSC,Sea,2024-04-28,2024-05-01,5,3,Delivered
S00524,O00524,Busan,New York,COSCO,Sea,2024-05-15,2024-06-16,32,32,Delivered
S00525,O00525,Hamburg,Tokyo,MSC,Sea,2024-03-25,2024-04-21,28,27,Delivered
S00526,O00526,Frankfurt,New York,DHL Aviation,Air,2024-05-17,2024-05-20,2,3,Delayed
S00527,O00527,Busan,New York,Evergreen,Sea,2024-06-03,2024-07-03,32,30,Delivered
S00528,O00528,Singapore,London,DHL Aviation,Air,2024-05-02,2024-05-05,2,3,Delayed
S00529,O00529,Frankfurt,New York,FedEx Logistics,Air,2024-01-04,2024-01-07,2,3,Delayed
